rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__eta0,param_model__l1_ratio,param_model__penalty,params,split0_test_score,split0_train_score
84,-0.3338212113997901,0.0,-0.9990131377852612,0.0,3.4230401515960693,0.0,0.012742042541503906,0.0,0.075,0.012,0.15,elasticnet,"{'model__alpha': 0.075, 'model__eta0': 0.012, 'model__l1_ratio': 0.15, 'model__penalty': 'elasticnet'}",-0.3338212113997901,-0.9990131377852612
85,-0.3339053051898174,0.0,-0.9990972128868876,0.0,4.8602728843688965,0.0,0.01257014274597168,0.0,0.08,0.012,0.15,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.012, 'model__l1_ratio': 0.15, 'model__penalty': 'elasticnet'}",-0.3339053051898174,-0.9990972128868876
86,-0.33391073183560394,0.0,-0.9991032040770669,0.0,3.4121387004852295,0.0,0.012829065322875977,0.0,0.08,0.011,0.15,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.011, 'model__l1_ratio': 0.15, 'model__penalty': 'elasticnet'}",-0.33391073183560394,-0.9991032040770669
87,-0.33402802455010394,0.0,-0.9992188249673829,0.0,4.924199104309082,0.0,0.019289016723632812,0.0,0.07,0.014,0.2,elasticnet,"{'model__alpha': 0.07, 'model__eta0': 0.014, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.33402802455010394,-0.9992188249673829
88,-0.33403345447392885,0.0,-0.9992248082601236,0.0,4.442988872528076,0.0,0.031043052673339844,0.0,0.07,0.0135,0.2,elasticnet,"{'model__alpha': 0.07, 'model__eta0': 0.0135, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.33403345447392885,-0.9992248082601236
89,-0.33404947769959775,0.0,-0.9992424352873331,0.0,3.4067485332489014,0.0,0.01645660400390625,0.0,0.07,0.012,0.2,elasticnet,"{'model__alpha': 0.07, 'model__eta0': 0.012, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.33404947769959775,-0.9992424352873331
90,-0.3340598081358898,0.0,-0.9992537220227027,0.0,3.367483377456665,0.0,0.012455463409423828,0.0,0.07,0.011,0.2,elasticnet,"{'model__alpha': 0.07, 'model__eta0': 0.011, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.3340598081358898,-0.9992537220227027
91,-0.3340827401360201,0.0,-0.9992728184410254,0.0,4.112499952316284,0.0,0.02913832664489746,0.0,0.075,0.015,0.2,elasticnet,"{'model__alpha': 0.075, 'model__eta0': 0.015, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.3340827401360201,-0.9992728184410254
92,-0.3340930300261462,0.0,-0.9992842502519987,0.0,3.3756237030029297,0.0,0.012303590774536133,0.0,0.075,0.014,0.2,elasticnet,"{'model__alpha': 0.075, 'model__eta0': 0.014, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.3340930300261462,-0.9992842502519987
93,-0.3340983463381724,0.0,-0.9992901479232927,0.0,3.8501088619232178,0.0,0.012839078903198242,0.0,0.075,0.0135,0.2,elasticnet,"{'model__alpha': 0.075, 'model__eta0': 0.0135, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.3340983463381724,-0.9992901479232927
94,-0.3341151122965506,0.0,-0.9993086637285622,0.0,4.981172323226929,0.0,0.012690544128417969,0.0,0.075,0.012,0.2,elasticnet,"{'model__alpha': 0.075, 'model__eta0': 0.012, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.3341151122965506,-0.9993086637285622
95,-0.3341264370538154,0.0,-0.9993210724934332,0.0,3.383408784866333,0.0,0.017083406448364258,0.0,0.075,0.011,0.2,elasticnet,"{'model__alpha': 0.075, 'model__eta0': 0.011, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.3341264370538154,-0.9993210724934332
96,-0.33416443564435744,0.0,-0.9993545914672374,0.0,3.378633737564087,0.0,0.012578725814819336,0.0,0.08,0.015,0.2,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.015, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.33416443564435744,-0.9993545914672374
97,-0.3341733311842597,0.0,-0.9993647315479007,0.0,4.9053003787994385,0.0,0.012232303619384766,0.0,0.08,0.014,0.2,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.014, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.3341733311842597,-0.9993647315479007
98,-0.3341779654187419,0.0,-0.9993699610870246,0.0,3.382044553756714,0.0,0.012496232986450195,0.0,0.08,0.0135,0.2,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.0135, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.3341779654187419,-0.9993699610870246
99,-0.33418595368630033,0.0,-0.9993748582845766,0.0,3.4517295360565186,0.0,0.012897491455078125,0.0,0.065,0.015,0.25,elasticnet,"{'model__alpha': 0.065, 'model__eta0': 0.015, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.33418595368630033,-0.9993748582845766
100,-0.33419294620579054,0.0,-0.9993867436714373,0.0,3.397824764251709,0.0,0.012748479843139648,0.0,0.08,0.012,0.2,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.012, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.33419294620579054,-0.9993867436714373
101,-0.3341938298166165,0.0,-0.999384127336408,0.0,5.015420913696289,0.0,0.012641191482543945,0.0,0.065,0.014,0.25,elasticnet,"{'model__alpha': 0.065, 'model__eta0': 0.014, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3341938298166165,-0.999384127336408
102,-0.33419785280383324,0.0,-0.9993888067111438,0.0,3.7634313106536865,0.0,0.02778148651123047,0.0,0.065,0.0135,0.25,elasticnet,"{'model__alpha': 0.065, 'model__eta0': 0.0135, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.33419785280383324,-0.9993888067111438
103,-0.3342035669794054,0.0,-0.9993985432113304,0.0,3.77128267288208,0.0,0.012909889221191406,0.0,0.08,0.011,0.2,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.011, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'}",-0.3342035669794054,-0.9993985432113304
104,-0.33421128751241586,0.0,-0.9994041400965606,0.0,3.4592506885528564,0.0,0.014740228652954102,0.0,0.065,0.012,0.25,elasticnet,"{'model__alpha': 0.065, 'model__eta0': 0.012, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.33421128751241586,-0.9994041400965606
105,-0.3342210094534063,0.0,-0.9994150637152516,0.0,3.3361029624938965,0.0,0.012735605239868164,0.0,0.065,0.011,0.25,elasticnet,"{'model__alpha': 0.065, 'model__eta0': 0.011, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3342210094534063,-0.9994150637152516
106,-0.33441472468534766,0.0,-0.9995905850009994,0.0,3.611372947692871,0.0,0.0323946475982666,0.0,0.07,0.015,0.25,elasticnet,"{'model__alpha': 0.07, 'model__eta0': 0.015, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.33441472468534766,-0.9995905850009994
107,-0.3344213032169159,0.0,-0.9995982738487259,0.0,3.4235177040100098,0.0,0.012630939483642578,0.0,0.07,0.014,0.25,elasticnet,"{'model__alpha': 0.07, 'model__eta0': 0.014, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3344213032169159,-0.9995982738487259
108,-0.3344244976707422,0.0,-0.9996020066056934,0.0,3.9067232608795166,0.0,0.012750864028930664,0.0,0.07,0.0135,0.25,elasticnet,"{'model__alpha': 0.07, 'model__eta0': 0.0135, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3344244976707422,-0.9996020066056934
109,-0.3344336881299012,0.0,-0.9996127459113363,0.0,4.861401319503784,0.0,0.013180971145629883,0.0,0.07,0.012,0.25,elasticnet,"{'model__alpha': 0.07, 'model__eta0': 0.012, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3344336881299012,-0.9996127459113363
110,-0.33444010782629807,0.0,-0.999620261637924,0.0,3.4539690017700195,0.0,0.012884378433227539,0.0,0.07,0.011,0.25,elasticnet,"{'model__alpha': 0.07, 'model__eta0': 0.011, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.33444010782629807,-0.999620261637924
111,-0.3345023946271173,0.0,-0.9996948638282421,0.0,3.424698829650879,0.0,0.012740850448608398,0.0,0.075,0.015,0.25,elasticnet,"{'model__alpha': 0.075, 'model__eta0': 0.015, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3345023946271173,-0.9996948638282421
112,-0.3345050704113864,0.0,-0.9996979094078228,0.0,5.10619592666626,0.0,0.012730598449707031,0.0,0.075,0.014,0.25,elasticnet,"{'model__alpha': 0.075, 'model__eta0': 0.014, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3345050704113864,-0.9996979094078228
113,-0.33450639619150496,0.0,-0.9996994193119801,0.0,3.4545738697052,0.0,0.013204574584960938,0.0,0.075,0.0135,0.25,elasticnet,"{'model__alpha': 0.075, 'model__eta0': 0.0135, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.33450639619150496,-0.9996994193119801
114,-0.3345107490251988,0.0,-0.9997044060008179,0.0,3.505897045135498,0.0,0.01241159439086914,0.0,0.075,0.012,0.25,elasticnet,"{'model__alpha': 0.075, 'model__eta0': 0.012, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3345107490251988,-0.9997044060008179
115,-0.3345139354024684,0.0,-0.9997080805946289,0.0,4.334853410720825,0.0,0.012682914733886719,0.0,0.075,0.011,0.25,elasticnet,"{'model__alpha': 0.075, 'model__eta0': 0.011, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3345139354024684,-0.9997080805946289
116,-0.3345887809679331,0.0,-0.9998015305038694,0.0,3.9516308307647705,0.0,0.012851715087890625,0.0,0.08,0.0135,0.25,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.0135, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3345887809679331,-0.9998015305038694
117,-0.33459330082742655,0.0,-0.9998072852605119,0.0,3.411693572998047,0.0,0.012490510940551758,0.0,0.08,0.014,0.25,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.014, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.33459330082742655,-0.9998072852605119
118,-0.3346104717833453,0.0,-0.9998273644267726,0.0,2.9791722297668457,0.0,0.010208845138549805,0.0,0.08,0.015,0.25,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.015, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3346104717833453,-0.9998273644267726
119,-0.3346116551676836,0.0,-0.9998243156149668,0.0,3.477689504623413,0.0,0.013143301010131836,0.0,0.08,0.011,0.25,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.011, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.3346116551676836,-0.9998243156149668
120,-0.33461862453051433,0.0,-0.9998327306615624,0.0,4.652563095092773,0.0,0.019484519958496094,0.0,0.08,0.012,0.25,elasticnet,"{'model__alpha': 0.08, 'model__eta0': 0.012, 'model__l1_ratio': 0.25, 'model__penalty': 'elasticnet'}",-0.33461862453051433,-0.9998327306615624
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,3.439220666885376,0.0,0.012632131576538086,0.0,0.065,0.015,0.15,l1,"{'model__alpha': 0.065, 'model__eta0': 0.015, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,3.891472578048706,0.0,0.027405261993408203,0.0,0.065,0.015,0.2,l1,"{'model__alpha': 0.065, 'model__eta0': 0.015, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,3.8453009128570557,0.0,0.013176441192626953,0.0,0.065,0.015,0.25,l1,"{'model__alpha': 0.065, 'model__eta0': 0.015, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,4.794129848480225,0.0,0.02721428871154785,0.0,0.07,0.015,0.15,l1,"{'model__alpha': 0.07, 'model__eta0': 0.015, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,3.6148478984832764,0.0,0.017705917358398438,0.0,0.07,0.015,0.2,l1,"{'model__alpha': 0.07, 'model__eta0': 0.015, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,3.5709068775177,0.0,0.021625280380249023,0.0,0.07,0.015,0.25,l1,"{'model__alpha': 0.07, 'model__eta0': 0.015, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,3.420016050338745,0.0,0.012271642684936523,0.0,0.075,0.015,0.15,l1,"{'model__alpha': 0.075, 'model__eta0': 0.015, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,3.4301137924194336,0.0,0.012737274169921875,0.0,0.075,0.015,0.2,l1,"{'model__alpha': 0.075, 'model__eta0': 0.015, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,4.167488098144531,0.0,0.014314651489257812,0.0,0.075,0.015,0.25,l1,"{'model__alpha': 0.075, 'model__eta0': 0.015, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,3.395268678665161,0.0,0.013190984725952148,0.0,0.08,0.015,0.15,l1,"{'model__alpha': 0.08, 'model__eta0': 0.015, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,3.7419960498809814,0.0,0.012163639068603516,0.0,0.08,0.015,0.2,l1,"{'model__alpha': 0.08, 'model__eta0': 0.015, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
121,-0.3347636252278124,0.0,-1.0000056085404938,0.0,3.4996328353881836,0.0,0.012395143508911133,0.0,0.08,0.015,0.25,l1,"{'model__alpha': 0.08, 'model__eta0': 0.015, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.3347636252278124,-1.0000056085404938
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,4.488214492797852,0.0,0.012316465377807617,0.0,0.065,0.014,0.15,l1,"{'model__alpha': 0.065, 'model__eta0': 0.014, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,3.4256842136383057,0.0,0.012339353561401367,0.0,0.065,0.014,0.2,l1,"{'model__alpha': 0.065, 'model__eta0': 0.014, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,5.059274911880493,0.0,0.012272119522094727,0.0,0.065,0.014,0.25,l1,"{'model__alpha': 0.065, 'model__eta0': 0.014, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,3.3691744804382324,0.0,0.012697458267211914,0.0,0.07,0.014,0.15,l1,"{'model__alpha': 0.07, 'model__eta0': 0.014, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,5.080655813217163,0.0,0.01239466667175293,0.0,0.07,0.014,0.2,l1,"{'model__alpha': 0.07, 'model__eta0': 0.014, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,3.3683536052703857,0.0,0.012581348419189453,0.0,0.07,0.014,0.25,l1,"{'model__alpha': 0.07, 'model__eta0': 0.014, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,4.984802007675171,0.0,0.012710809707641602,0.0,0.075,0.014,0.15,l1,"{'model__alpha': 0.075, 'model__eta0': 0.014, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,3.3477718830108643,0.0,0.012670755386352539,0.0,0.075,0.014,0.2,l1,"{'model__alpha': 0.075, 'model__eta0': 0.014, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,4.102590799331665,0.0,0.026807308197021484,0.0,0.075,0.014,0.25,l1,"{'model__alpha': 0.075, 'model__eta0': 0.014, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,3.408702850341797,0.0,0.012490510940551758,0.0,0.08,0.014,0.15,l1,"{'model__alpha': 0.08, 'model__eta0': 0.014, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,4.6469573974609375,0.0,0.015643835067749023,0.0,0.08,0.014,0.2,l1,"{'model__alpha': 0.08, 'model__eta0': 0.014, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
133,-0.33476415951674954,0.0,-1.0000061030930478,0.0,3.4383342266082764,0.0,0.012125730514526367,0.0,0.08,0.014,0.25,l1,"{'model__alpha': 0.08, 'model__eta0': 0.014, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.33476415951674954,-1.0000061030930478
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,3.4761569499969482,0.0,0.014653921127319336,0.0,0.065,0.0135,0.15,l1,"{'model__alpha': 0.065, 'model__eta0': 0.0135, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,3.467719078063965,0.0,0.01364278793334961,0.0,0.065,0.0135,0.2,l1,"{'model__alpha': 0.065, 'model__eta0': 0.0135, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,3.4407129287719727,0.0,0.012888908386230469,0.0,0.065,0.0135,0.25,l1,"{'model__alpha': 0.065, 'model__eta0': 0.0135, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,3.490530014038086,0.0,0.012585163116455078,0.0,0.07,0.0135,0.15,l1,"{'model__alpha': 0.07, 'model__eta0': 0.0135, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,3.3235206604003906,0.0,0.02110147476196289,0.0,0.07,0.0135,0.2,l1,"{'model__alpha': 0.07, 'model__eta0': 0.0135, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,4.019629240036011,0.0,0.016066312789916992,0.0,0.07,0.0135,0.25,l1,"{'model__alpha': 0.07, 'model__eta0': 0.0135, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,3.467754364013672,0.0,0.012566566467285156,0.0,0.075,0.0135,0.15,l1,"{'model__alpha': 0.075, 'model__eta0': 0.0135, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,4.26955246925354,0.0,0.013370990753173828,0.0,0.075,0.0135,0.2,l1,"{'model__alpha': 0.075, 'model__eta0': 0.0135, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,3.4248321056365967,0.0,0.012370586395263672,0.0,0.075,0.0135,0.25,l1,"{'model__alpha': 0.075, 'model__eta0': 0.0135, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,3.6517553329467773,0.0,0.01212763786315918,0.0,0.08,0.0135,0.15,l1,"{'model__alpha': 0.08, 'model__eta0': 0.0135, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,3.4259183406829834,0.0,0.016283750534057617,0.0,0.08,0.0135,0.2,l1,"{'model__alpha': 0.08, 'model__eta0': 0.0135, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
145,-0.3347644234063682,0.0,-1.000006347908505,0.0,4.857984304428101,0.0,0.012699127197265625,0.0,0.08,0.0135,0.25,l1,"{'model__alpha': 0.08, 'model__eta0': 0.0135, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.3347644234063682,-1.000006347908505
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,3.4033901691436768,0.0,0.01213836669921875,0.0,0.065,0.012,0.15,l1,"{'model__alpha': 0.065, 'model__eta0': 0.012, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,4.131460905075073,0.0,0.014412403106689453,0.0,0.065,0.012,0.2,l1,"{'model__alpha': 0.065, 'model__eta0': 0.012, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,3.4277572631835938,0.0,0.012520551681518555,0.0,0.065,0.012,0.25,l1,"{'model__alpha': 0.065, 'model__eta0': 0.012, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,4.290166854858398,0.0,0.02035379409790039,0.0,0.07,0.012,0.15,l1,"{'model__alpha': 0.07, 'model__eta0': 0.012, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,3.4450581073760986,0.0,0.012349128723144531,0.0,0.07,0.012,0.2,l1,"{'model__alpha': 0.07, 'model__eta0': 0.012, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,3.320592164993286,0.0,0.012713193893432617,0.0,0.07,0.012,0.25,l1,"{'model__alpha': 0.07, 'model__eta0': 0.012, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,3.451876401901245,0.0,0.012320518493652344,0.0,0.075,0.012,0.15,l1,"{'model__alpha': 0.075, 'model__eta0': 0.012, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,3.3965580463409424,0.0,0.012157678604125977,0.0,0.075,0.012,0.2,l1,"{'model__alpha': 0.075, 'model__eta0': 0.012, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,3.4353227615356445,0.0,0.013285398483276367,0.0,0.075,0.012,0.25,l1,"{'model__alpha': 0.075, 'model__eta0': 0.012, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,4.1441731452941895,0.0,0.012470006942749023,0.0,0.08,0.012,0.15,l1,"{'model__alpha': 0.08, 'model__eta0': 0.012, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,3.3740501403808594,0.0,0.012447834014892578,0.0,0.08,0.012,0.2,l1,"{'model__alpha': 0.08, 'model__eta0': 0.012, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
157,-0.33476519174265873,0.0,-1.0000070625757655,0.0,3.418576717376709,0.0,0.012529850006103516,0.0,0.08,0.012,0.25,l1,"{'model__alpha': 0.08, 'model__eta0': 0.012, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.33476519174265873,-1.0000070625757655
169,-0.3347656747681873,0.0,-1.000007513152868,0.0,4.421737432479858,0.0,0.01881694793701172,0.0,0.065,0.011,0.15,l1,"{'model__alpha': 0.065, 'model__eta0': 0.011, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.3347656747681873,-1.000007513152868
169,-0.3347656747681873,0.0,-1.000007513152868,0.0,3.381345510482788,0.0,0.012958765029907227,0.0,0.065,0.011,0.2,l1,"{'model__alpha': 0.065, 'model__eta0': 0.011, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.3347656747681873,-1.000007513152868
169,-0.3347656747681873,0.0,-1.000007513152868,0.0,5.141944646835327,0.0,0.012961387634277344,0.0,0.065,0.011,0.25,l1,"{'model__alpha': 0.065, 'model__eta0': 0.011, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.3347656747681873,-1.000007513152868
169,-0.3347656747681873,0.0,-1.000007513152868,0.0,3.4035801887512207,0.0,0.012525081634521484,0.0,0.07,0.011,0.15,l1,"{'model__alpha': 0.07, 'model__eta0': 0.011, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.3347656747681873,-1.000007513152868
169,-0.3347656747681873,0.0,-1.000007513152868,0.0,4.79667329788208,0.0,0.015958070755004883,0.0,0.07,0.011,0.2,l1,"{'model__alpha': 0.07, 'model__eta0': 0.011, 'model__l1_ratio': 0.2, 'model__penalty': 'l1'}",-0.3347656747681873,-1.000007513152868
169,-0.3347656747681873,0.0,-1.000007513152868,0.0,3.4620201587677,0.0,0.015115022659301758,0.0,0.07,0.011,0.25,l1,"{'model__alpha': 0.07, 'model__eta0': 0.011, 'model__l1_ratio': 0.25, 'model__penalty': 'l1'}",-0.3347656747681873,-1.000007513152868
169,-0.3347656747681873,0.0,-1.000007513152868,0.0,6.37583065032959,0.0,0.01740264892578125,0.0,0.075,0.011,0.15,l1,"{'model__alpha': 0.075, 'model__eta0': 0.011, 'model__l1_ratio': 0.15, 'model__penalty': 'l1'}",-0.3347656747681873,-1.000007513152868
